index	Domain	Label	Rating	Review
890	Sandal	POS	5	my wife for a month try to convince i not to buy these sandal . as a man , you only wear 1 pair of sandal . she own at least 30 pair in different color , style and the like , old navy , gap , havianna i could keep go , but i digress . i buy a pair when i go to cali a few year ago , she call they dingy and make i get rid of they , i regret it ! i finally insist on buy these . they be the best sandal hand down . do not let the price sway you . these will become you every day sandal . they have superior craftsmanship and be make of very durable leather material . the sole be very durable and can withstand day to day walk on concrete sidewalk . i wear they religiously throughout the summer month . invest in a pair and i promise you 'll be back for another in a few year when they need replace .
273	Sandal	POS	5	when i receive these sandal , they be tight at first , which be a good thing , because they stretch and now fit my foot like a glove . they be nice look and seem like they will last quite a while , be a floridian , i go through sandal several time a year . judge from prior review , i believe i have a few year to go . prime for $ 33 ? thanks amazon !
357	Sandal	POS	5	very nicely make shoe . they be exactly what i expect . i especially like that the back strap can be remove to make they slip on . my father would trip with he old shoe , but now he have return to be a confident walker ! a great product .
677	Sandal	POS	5	these geta be just what we need for we convention , and they arrive in time too . though from a personal standpoint , i suggest walk around in they first before actually go out for a weekend long event .
207	Sandal	POS	5	i have three pair of these sandal and never have a problem with they . they fit well for sandal and be washable in a washer . the toe protection come in handy whether it be kayake or just knock around in the backyard . the color choice be a add plus . no need for i to recommend they as they recommend themselves well .
480	Sandal	POS	5	these be my second pair of rainbows . i wear completely through the sole of my first pair . -lrb- after about 5 year of pretty heavy use -rrb- so , i purchase the exact same pair . a couple of thing to know about rainbows ... the longer you keep they \/ wear they , the better they fit . also , there be absolutely a break-in period . they may destroy you foot the first couple of time you wear they ! but , hang in there ... it be worth those blister ! also , even though they be leather , i have get mine muddy , soak wet , etc. . . and they clean up great and survive the abuse .
5	Sandal	POS	5	all i can say be wow ! i have always be a huge fan of teva 's - and still be - but these timberland be the nicest sandal i have ever see . i get a lot of compliment on they , they be comfortable , and they do not seem to get as sweaty as my teva 's do .
584	Sandal	POS	5	amazing sandal . i think i be on my 3rd or 4th pair . i wear they all the time during the summer . it be the only type of sandal i own . like i say , i have be buy they since 2005 . i 'll never buy another brand .
836	Sandal	POS	5	the best pair of sandal i have ever own . this make my fourth pair , same style and color that i have order . i believe i get a pair each year now . excellent quality and fit for i .
106	Sandal	POS	5	my son in law love he rainbow sandal . even though he old pair last quite a while , he need a new pair . he have be happy with they for they comfort and durability .
243	Sandal	POS	5	these keen newport h2 sandals be very comfortable much better than my teva 's . i order the same size as my tennis shoe . i would not hesitate to buy this product again . the supplier in spokane , washington be great . i have recommend they to everyone . amazon be so easy to deal with .
631	Sandal	POS	5	i be over 62 year of age and have always make it a rule to never wear sandal . i always think they look silly wand i do not like the feel of wear shoe without sock . but we be get ready to take another cruise and i be look for a all purpose `` water shoe '' or something that i could get wet and sandy and still be able to walk comfortably while on shore excursion or shopping . i find these and read the review -lrb- more positive than negative -rrb- and decide to take a chance on they . i have always have good experience buy from amazon partner and this be no exception . the quality , of the sandal , be first class as well as the comfort wet or dry . it take some time to get use to wear they -lrb- about 5 minute -rrb- . i end up wear they almost everywhere both onboard the ship and off the ship . i can not wait for summer so that i can start wear they again . i highly recommend they . make sure you follow the size recommendation before you order . order a half size larger than you would normally wear . if i ever wear they out , i will certainly buy another pair .
60	Sandal	POS	5	i own several pair of birkenstocks . as always , the comfort and support of these sandal be outstanding . a add plus -- these sandal look more stylish and feminine than many of the birkenstock style . i definitely recommend they .
663	Sandal	POS	5	there be allot of different vendor for birkenstock on amazon and , in my opinion , ya get to be careful that you be get real leather instead of the birkobuc fake leather . i have leather birk that be over ten year old and still go strong . these be real , black leather birk and i pay $ 77.00 for they . fast free shipping and a trouble free transaction . highly recommend amazon and birkenstock .
251	Sandal	POS	5	very comfortable and durable especially on the inside of the shoe . these be replace a identical pair worn frequently for 6 year .
27	Sandal	POS	4	my husband be very happy with these sandal . he wear they all over in cabo san lucas . no problem . let 's see if they last , like they say ...
808	Sandal	POS	5	unlike a futon bed , these sandal get more comfortable over time . yes for the first week or two these be down right unpleasant , but not unbearable , to wear . if you manage to get past the trail of moderatly sore foot then you get a treasure , one that be guarenteed for a numbed of year . the hemp material be rot and mold resistant make this a ideal shoe to take in most outing . submerge it water , coat it with mud or run it over with a car and toss they in the dish washer , and prepare for delight . more confortable sandal do exist but in the furture .
303	Sandal	POS	5	i purchase my last pair of rainbow during my first year of college and they last i 8 year as the most comfortable sandal i have ever worn . finally decide it be time to get a new pair and the quality be still just as good .
328	Sandal	POS	5	i be delighted with these sandal . i find that they be generously size and very well padded and supportive . i think that i should be able to hike comfortably all day in these though i have not be out much yet , -lrb- january in minnesota -rrb- .
286	Sandal	POS	5	while the hemp rainbow do not seem to last as long as they leather version , these be super comfortable and do not develop that terrible sandal smell as fast as my leather rainbows do . i have have my hemp sandal for about 2 year , and they be just now become unwearable . i have only buy my rainbow from the manufacturer , which be a tad more expensive but you get a warranty along the line of - if the layer separate or the strap break before the bottom wear through we 'll send you a new pair . if you look at the size chart on the rainbows site it might clear up any size issue , all of the women size taper toward the heel , if you do not like the tapered look i would suggest buy they men sandal , which i have buy before , they be quite a bit wider than the women style . i wear a women 10 1\/2 and i usually order the l10 size from they . all in all i have have fantastic luck with my rainbow .
148	Sandal	POS	4	receive the shoe in good condition . the size 9.5 of the shoe be smaller than what i be use to purchasing .
902	Sandal	POS	5	i have never be much of a flip flop wearer . my last pair i have own for year . i finally have enough of they realize that there must be a better option out there . a friend recommend these to i over reef . i decide to order a pair of both . i order these in sand colored x-large -lrb- 11-12 -rrb- . i be a pretty consistent size 11 across the board and find these to fit i perfectly . for reference , i also order the  reef man 's fanning flip flop  these rainbow flip flop will satisfy the traditionalist , favor a simpler design , a ultra-soft surface and great arch support . the reef 's have a raise heel that really help keep they on my foot , a spongy surface , and be also very comfortable . out of the box , i have have a slight preference for the reef 's , prefer the way they stay on my foot while i walk . after wear the reef 's for a day , the strap start to dig into my right foot , which be slightly smaller than my left , create a blister . i have since be wear the rainbows a bit more and be start to feel almost as comfortable wear they as the reef which do stick to my foot better . these do not cause i any blister . overall , i would say that the rainbows be a bit more comfortable , but need break in more than the reef which be more effortless to walk in . if it be not for the blister , the reef would be the clear favorite to i . i think both pair of flip flop just need break in a little more and my foot need a little bit of a callus build up . i be very happy with both pair of flip flop and you could not go wrong with either .
541	Sandal	POS	4	okay , i wear these thing sail dinghy all the time . i race flying scots and lasers . in the sun , these baby get pretty hot . whats more , when i do a beach launch of a laser -lrb- i just get back from crete - sailing in the aegean sea in a laser -rrb- these shoe fill with sand and i be too busy sailing to stop and empty they over the side . you see , competitive racing in a dinghy do not leave heap of time for such muck about . moreover , in a laser , a 505 or a similar athletic dinghy , you be likely to end up swim if you leave go of the rudder or main sheet for even a moment in a breeze even if you think you have get the boat in iron . there be not time to dork around with such thing . on the positive side , these stick like glue to a foredeck . i be on foredeck of a scot the other day fight with a out-of-control spinnaker in a breeze with the lee rail under water and the deck at about 30 degree . my foot be not slip at all ! it be pretty amazing really .
178	Sandal	POS	5	the shipping be very fast . this thong be very stylish and comfortable . i feel it be a well make thong and will purchase another pair when theese wear out . also , this thong have good grip and be slip resistant on the boat .
156	Sandal	POS	5	once you break they in they be super comfortable . really great sandal ! i have a size 12 foot , and that be what i order but i should have get a 12.5 or 13 . so that be the only thing i would do differently . so order a little larger then you normally get .
825	Sandal	POS	5	these be the most comfortable flop , after you break they in which take a few day . do not put they on and go for a long walk as soon as you get they , you will probably lose some skin . with that say i have be wear rainbow for the last 10 year and finally have to replace my original pair . very durable and very comfy as well
437	Sandal	POS	5	do you know how difficult it be to find man 's 14 shoe ? my son wear size 14 and have since he be 13 . when he enter high school all the other boy be wear flip flop and i could not find any that be size 14 . finally at a local retailer , i find one pair of rainbows that be size 14 . every year i would look for flip flop that be size 14 . i would bring other brand home and my son would ask `` do not they have rainbows ? '' . i be so excite when i find they on amazon this year . i do not know why i do not think to look before now . these be not you ordinary flip flop .
222	Sandal	POS	5	great product . i have be a fan of birkenstocks since i inherit a pair of my mom . they last 10 year ! i be so pleased with these ! a must have .
310	Sandal	POS	5	the ugliest and most comfortable sandal there be . make sure you get the right size . and the strap be a little long and i have to carve in two more hole . but overall , they be ergonomically perfect . too bad my wife will not let i wear they in public ...
942	Sandal	POS	5	excellent , sandal , i just go raft down the south fork of the amaerican river , do not lose they , and they still look new . i work at a nusery , i foot be constantly wet , they quick dry , still hold they shape , and look brand new , and be super comfortable . will be buying another pair soon . how keen !!!
145	Sandal	POS	5	these flip flop be great . they look good , feel great and hold up well . i finally buy something online that be as good as it look .
66	Sandal	POS	4	i purchase this sandal about a month ago and have wear it virtually every day since its arrival . i be well please with it as it be quite comfortable to the extent i wear it . i tend to shift in and out of several shoe during a day so i can not comment to its comfort if worn for extended time or over substantial distance . mid-october , 2012 . still wear these sandal , though with sock on some crispy day . my foot be happy in they . i have a painful right foot which have be problematic since my early teens . dress shoe have always be a exercise in stoic endurance for i . most shoe grow uncomfortable in a matter of hour . i habitually change footwear several time a day to keep thing under control . as i have age i have less padding on the sole of my foot result in mount discomfort . only one pair of columbia hiker permit i hike all over north and east africa oblivious to my foot . until these sandal . i have find that i can wear they nearly all day walk for mile , change only when i get home . it must be wonderful to have normal foot . i hope you be not take yours for grant . now that i get old enough to not give a damn i may even evolve into wear they with formal attire . einstein get away with non-conformance to social convention . i may just have to remain silent so that people think i must be brilliant , and eccentric . happy foot .
565	Sandal	POS	5	my husband say : wear they daily . nice arch support , my heel fall in the center rather than on the left side , all in all the best flip flop i have ever have on my foot and i have try they all , tevas , rainbows , you name it .
240	Sandal	POS	5	these be wonderful and they last forever . i buy they for my boyfriend and he have one other pair from forever ago . he say they be the most comfortable sandal and he love they !!
253	Sandal	POS	5	i get a pair of these at the store and pay 130 for they , but honestly they be worth every penny . they be so damn comfortable its not funny , and the best part be they get more and more comfortable as you wear they . best purchase i have make in a while . i can not wait until the weather warm up enough to wear they around normally .
757	Sandal	POS	5	i love my rainbow sandal ! they be great ; i have be wear they for year now . when i order the wrong size , they be fast and efficient in get i the correct size . great seller !
351	Sandal	POS	5	i love these waterproof sandal . they float . they fall into the pool one time and do not sink . more importantly , the contoured footbed be fantastic . it make for a very comfortable fit . for extra protection and support my local shoemaker add on a quarter inch rubber sole . i have be wear the same pair for two year now . they be strong , sturdy and hold up well .
192	Sandal	POS	5	bought my pair at the orange county fair last weekend . they truly be the best feeling sandal i have own and good cushion along with have great support . these pair of sandsl i feel i can wear anywhere , because of the support it provide along with the great feel . i would definitely buy another pair .
308	Sandal	POS	5	buy this as a cooler alternative to hike shoe and\/or run shoe for a trip to hot and humid china . i wear this every day , include hike up the great wall ... call this a sandal do not do it justice !
42	Sandal	POS	4	i be about to order my third pair , but fair warn these be for light duty use . they have soft grippy sole with air pocket that can handle almost anything with comfort on a occasional basis , but be best use if the majority of walking be do in a carpeted area . if you walk on concrete\/tar a lot , you 'll probably find the sole do not last long enough for you taste . first the center air bubble will pop , then the inner sole will crack along the back of the bubble , and once that happen , they leak . mine have last about a year and a half on average , but i be fairly sedentary most day . definitely not a shoe for foot-dragger .
936	Sandal	POS	5	the break in period be a little uncomfortable but after a week or two these sandal be amazingly comfy . i wear they everywhere and my foot never complain . delivery be quick and the whole purchase process be easy and painless . i highly recommend these sandal for anyone seek the best sandal around .
67	Sandal	POS	5	this be the first pair of rainbows that i have own and i like they a lot . i only write a review to note that , unlike some other , i do not have any significant problem with a uncomfortable `` breaking-in '' phase . very comfortable , look good , and a month in , they have conform nicely to my foot .
199	Sandal	POS	5	i love birkinstocks and have be wear they for many year . i have a narrow foot . i own four pair of birki haiti sandals . i end up wear they almost everyday in the summer . they be comfortable and bomb proof . i do wear a size smaller in this particular sandal .
688	Sandal	POS	5	first time rainbow user , but long time sandal wearer . i hear for such a long time how these be the best ever . i be not a believer that they be better than the rest , but i think a trial be need to see if they live up to they reputation . this sandal exceed all rumor about the shoe . it be double layered so it will be durable , and now with a half of summer of use it look as if it have just a few day . the break-in process take only a few time of use and my happiness level sky rocket . i think its safe to say that i will only be see wear rainbow for year to come !
524	Sandal	POS	5	many year ago purchase this soap while overseas . try find it in the u.s. but to no avail ; however , thanks to amazon i have get it . it be a high quality soap with a awesome scent . i recommend it to both gender . e.j.
952	Sandal	POS	5	i have be wear my rainbow for the past two month . i trek across europe and china with they , and they still look and feel great . there be a break-in period , but they be very comfortable now . also , if you be unsure about you size , definitely go a size up .
186	Sandal	POS	5	the zory show up in reasonable time and be exactly as describe ... the leather take a few wearing to loosen up , but it be a comfortable fit and like the color !
715	Sandal	POS	5	first pair be too large and be return . the second pair fit perfectly . just need some hole put into the strap for a tighter fit . now perfect .
910	Sandal	POS	5	i have be wear these for the past five year . year ago on a family vacation at a lake with a rocky shoreline , i slice my toe open on a rock . after that i try various water shoe and sandal over the year , none of which i really like . then one day at the beach i see a friend wear these , and he buy i a gray pair for my birthday . i have worn nothing else since . i recently buy a second pair in black , not because the first pair have wear out -lrb- they still work just fine -rrb- , but because i want a different color , and think the black pair look really sharp . here be why i like these . 1 . this be the most heavy duty pair of sandal that i have own . while some review have note that they be heavier than other sandal -lrb- which be true -rrb- , to i that do not affect they comfort in any way , or the ability to walk or run in they -lrb- i like run on the beach with these because i do not have to worry if they get wet -rrb- . 2 . these provide the best protection for you foot that i know of . no worry about stub you toe because the toe be reinforce like no other sandal or water shoe that i have own . it be like have the protection of a work boot . one review note that sand can collect in the toe area and other part of the sandal when you walk on the beach . true , but it be not uncomfortable , and i just rinse these off when i leave the beach for the day . 3 . the bottom also provide solid reinforcement . no worry for i about cut my foot on broken shell at the beach or slippery rock at the lake . these have also protect my foot from sharp coral reef and jag volcanic rock that i have encounter on vacation . these sandal literally save i from serious personal injury when a jet ski i be ride on vacation flip over in a area fill with volcanic rock -- i feel they on the bottom of these sandal as i try to right the jet ski . without these sandal my foot would have be slice to ribbon . 4 . the traction on these be excellent . i have use these to go into the deep end of a empty in ground pool that be coat with slimy alga to clean the wall without lose my balance . i have also use they to climb on jetty at the beach . 5 . i wear a medium width and recommend that you size up either a half size or full size . my first pair be a full size up and a little loose . my current pair be a half size up and fit perfectly . but each person 's foot be different . bottom line : i wear these for any water related activity that i do -- sailing , power boat , jet skiing , walk on the beach , go in the ocean , even swim in a lake that have a rocky bottom -lrb- it be a little tough to swim with they , but i prefer that to slice my foot on a rock -rrb- . i highly recommend they . shop for price . during the summer you can often find they on sale for 15-20 % off . i buy mine online on sale from ems .
13	Sandal	POS	5	i buy these for my husband for we disney world vacation . they be great and comfortable for the whole week !
235	Sandal	POS	5	i wear these every day , year around . i wear they to work , i wear they to do yard work . i wear they build a fence , to the beach , to town , to the movie , and to dinner . i simply wear they all the time . they be a bit pricey but they hold up and with how much i wear they i feel its worth it for i . they be a bit tight when you first get they but after you break they in they be super nice to wear . i really can not say enough about these , best sandal make .
806	Sandal	POS	4	love they they be so comfortable , they stay be the bed and go on as soon as i come home from work .
443	Sandal	POS	5	i have be a fan of reef but decide to try a pair of rainbows . still in the break in period but already molding comfortably . pretty expensive for a pair of sandal as compare to reef -lrb- which in they own be a good pair of sandal -rrb- but you get what you pay for . i have read a review of someone say that they heel would fall of they rainbows cause they to hurt . i have that problem with my reef but it do not seem like it will be as likely with the rainbows because they be a tighter fit compare to the sloppiness that you get with reef sometimes . seem like that reviewer have a pair that be to large .
252	Sandal	POS	5	my husband love these sandal . he be a general contractor and usually wear boot , and be notoriously hard on shoe . these sandal have last for 4 year ! they be substantial enough to provide support and protection , and the fit be adjustable , with the bungie cord . waterproof , sweat proof , odor proof . they be finally wear out and i can not order more from this site , because - i ca not see what size they be ! even if i miss it somewhere , it should be more noticeable . jeeze . find what you be look for , they have it for a great price , but i do not want to end up with sandal for decoration if they be the wrong size !
363	Sandal	POS	5	if you have not own a pair before be aware you will probably have a break in period , but after a few wear these begin to form to you foot and instantly become fave . i have own the single layer and i have to say that the double layer really do make a difference in the arch support . if the strap break rainbow will take 'em back as long as you have not wear into the next layer . i wear the guy sandal because i have wider foot and they fit just right !
658	Sandal	POS	5	first off jim be my husband , but i love love love these shoe . this be my second pair . i also have a 3 strap pair which be nice but i come back for the 2 strap . they be more comfortable for i . i remodel my house and put ceramic tile through out . it be easier to clean and look nice . but it give i back ache and i find that my back be tire after be on my foot for very long . i order my first pair of burky because i think they would help . and help they do . i no longer have back ache from stand on the hard floor and my back do not get tired even when i be on my foot all day and these shoe be the reason why . i wear they every day in the summer without sock and every day in the winter with sock . i wear dress shoe to church or out but as soon as i get home out come my burky and my foot immediately feel better . my posture be better and my foot look better . i have a high arch and it be take a beating in my high price tennis shoe that be suppose to be so supportive . now my foot be back to better health then they have be since i be a teenager . i be afraid my arch be ruin and i be go to have problem and would have to live with it . but , thank the good lord . i tell everyone get these shoe even if you have flat or i should say especially if you have flat foot . these will help you more then any foot doctor can .
242	Sandal	POS	5	i have worn these sandal out ! would love to find another pair . they be super comfortable , look nice on my foot , and be neutral so they go with anything i wear . i like the silky suede much better than the hard leather style and look for it specifically . these have be the perfect shoe for i .
355	Sandal	POS	5	i buy these for my hubby after rave about my own for month - i take a punt and base my hubby 's size use the eur size to match with current shoe and sandal he have and ' shazam ' i have a win ... i have be wear these in a big kid size 6 because it be a 39 but nice and wide for i and they cost less so i have they in about 6 different color - wassa -lrb- the hubby -rrb- love they we wear they walk the dog cause we usually end up in the water at the beach or in the creek and he think they be perfect - i get the one 's with the close in heel for myself , i be a little paranoid about cut my foot on rock and coral which can end up in a ugly infection ... really really comfy and you just can not kill 'em - throw they in the washer or a bucket with soap to freshen if they get a bit on the nose .
905	Sandal	POS	5	i have the hardest time finding shoe that fit , but these be perfect . but , in my opinion , you can not go wrong with a birki !! wish the black be available in my size .
760	Sandal	POS	5	excellent . . great medicine for sore foot and back problem . great price and no shipping charge ; fast delivery
732	Sandal	POS	5	i buy these shoe because i need something to get around in for a 2 week trip to hawaii . i get they a couple day before we leave so i have no time to break they in , but they feel break in the first day i wear they . i wear they hike and on the beach and on volcanic rock . i have never be wild about sandal , but i can tell you i be anxious for spring in colorado so i can wear they again . i be a photographer , and i pretty much expect to wear these pretty much all the time during summer landscape shoot ! i highly recommend they !
277	Sandal	POS	5	this purchase be a gift for my husband . he and i have own keen since the day they come on the market ! we love them . this pair be he 3rd pair and he could not be more happy with they . they be the perfect shoe for everything from river hiking , to dry land hiking , to a day in the city , to a day at the park ! they be comfortable and oh so reliable . keen newport h2 's be a must for just about everyone ! -lrb- can you tell i really dig these shoe , hehee -rrb-
377	Sandal	POS	5	see these elsewhere and get they here for less . they be very confortable and offer good arch support . really happy with this purchase and plan to get a second pair in a different color . update : less than 8 hour after i write this review , amazon raise the price from $ 72 to $ 95 . thumb down to amazon , but it be still a good shoe .
520	Sandal	POS	5	after read all the great review , i have to try they . they be exactly what i be look for , weatherproof sandal , protect toe , and great color ! but after check around locally , i could not find this specific model . so last week i finally make the commitment and purchase they . and boy be i glad i do !! wow , fabulous ! many reviewer mention how comfortable and flexible they be , but no one , that i read , mention the room through the ball of the foot and toe ! all too often these day shoe be way too narrow ! these be fabulous ! buy a pair , i think you will be as happy as the rest of we !
863	Sandal	POS	5	buy they close to 3 year ago and they be still go strong , even with daily beach use for a solid year and a half .
155	Sandal	POS	5	shoe be not a easy item for i to purchase . i would rather go to the dentist . i be pigeon toe with wide foot . most people do not notice because the ` insert ' in my shoe correct my walk . keen be the first shoe i be able to wear without a orthodic . \* now i be a woman who be crazy about shoe . my newport be a hit as wedding shoe and i be able to use they daily after the ` big ' day ... just wish they be a little more affordable and available . ca not purchase online . . have to make sure they fit just right .
132	Sandal	POS	5	rainbow make the best sandal and stand behind they product . this order be deliver quickly and exactly as order . i would highly recommend rainbow sandal !
374	Sandal	POS	5	my husband do not know he need these but they be comfortable from the first and he love they . very well make , attractive and versatile . have not use the water-proof part yet but glad to have it .
543	Sandal	POS	5	this be the first pair of keens my husband have have and he be pretty please with they - so comfortable and hopefully no more smelly foot !!! highly recommend they .
516	Sandal	POS	5	these keen be literally life saver for i . after go down some class 4 's in a sit-on-top fishing kayak on the cumberland river , i have to climb lot of rock . if not for these shoe , the outcome may have be different . they do get gravel in they sometimes , but not that big of a deal . great shoe , would definitely recommend !!!
968	Sandal	POS	5	lifetime customer and avid beach goer . i wear these all the time and all day . the sandal be replace through they directly if defective . i be 35 year with they and these be my 5th pair . i really do enjoy the comfort and the feel . http:\/\/www.amazon.com\/gp\/product\/b000jcvhew
495	Sandal	POS	5	i would highly recommend these sandal to anybody . they take about a week on solid wear for they to break in and conform to you foot , but once they do , they be great . and the stitching be guarantee for life !
413	Sandal	POS	5	to be honest i nearly throw they away after a few day . i be inform that to begin with they might hurt a bit , especially i have not worn this type of sandal for many year , and sure enough after wear then for 2 day i have blister on both foot - very painful . but after a week rest they go back on be be now great - really comfortable . and a really well make product .
138	Sandal	POS	5	i love birkenstock , and have always go for the leather , but i think i would give the birkibuc a try . love it ! it still conform to my foot like leather do , but it do not stretch as much as leather so i do not have to cut new hole .
17	Sandal	POS	4	i like these sandal very much , but what to do when the lace break ? i have send keen two e-mail ask this question -- and have receive no reply . no shoe store that i have visit have ever see lace like these -lrb- bungee-cord style -rrb- . any suggestion ?
421	Sandal	POS	4	these be very good thong for the price . however , if you have high arch like i do , you may find they hard to wear until you can stretch the thick leather strap .
170	Sandal	POS	5	hand down the most comfortable sandal out of the box i have ever worn . they go well with anything and be comfortable and easy to walk in as well as easy to clean . just a great sandal all around .
617	Sandal	POS	5	i love this style of birkenstock shoe and the color go with anything you wear , which make it a versatil and comfortable shoe to wear
53	Sandal	POS	5	very comfortable . much nicer then the last keen i have . love the black on black . the yellow look great . thanks
333	Sandal	POS	5	these be a replacement pair of rainbow since my last pair recently break after a couple year . i get much wear out of these sandal and they form fit to you foot . great delivery time and everything
701	Sandal	POS	5	just as advertise . great fit . i have be wear they everyday since i have take they out of the box .
83	Sandal	POS	5	ok , i be not the `` review stuff online '' kind of person ; this be the first time i have do so . but as i put my four year-old pair of keen newport h2 sandal on this morning , i be totally appreciate they comfort and longevity ! i can honestly say that when these wear out -lrb- whenever that may be ! -rrb- , i will go out and buy another pair . they be just well-built , comfortable , and attractive as these kind of sandal could be . my foot have be so happy !
227	Sandal	POS	4	the keen website 's statement about 1\/2 size upping and the few post here regard the size concerned i a bit , so i would like to place my input by say for i it be true to size . the toe have a gap , but barely . and it really do have a sneaker feel to it with sandal comfort . one thing odd be that the right and leave shoe fit differently in appearance . could be my foot . for example ... the right small toe be cover under a strap and the left small toe be the only open toe . odd . give they a go for the day and i find it to be comfortable .
349	Sandal	POS	5	comfortable , hold up well , dry out after get wet and dont look dark like the leather one get after get wet , and they look good too .
168	Sandal	POS	5	i love these sandal and the price on amazon be amazing . i have own 5 pair of rainbow and this be my first pair of double stack . they be even better than the regular rainbow now i have 3 pair . if you wear sandal on a daily basis as i do you will appreciate the extra cushion of the double stack . warning : the sandal have a break in which they be kinda of uncomfertable and very snug , this insure a great fit after the break in .
190	Sandal	POS	4	i know i sound like a nut but yes , i be buy my fifth pair ! love these shoe soooooo much ! the foot bed be very comfortable and i love the look . my only gripe be they only last i about 12 to 18 month . i wear they every day after work and on the weekend and for a shoe that be suppose to last even if you get it wet ... these dont do so hot ... the thong be always where they fail . i sure wish sperry would improve this !!!
