index	Domain	Label	Rating	Review
733	Magazine_Subscriptions	POS	5	this be my mother day present to myself . despite the month long process before my first issue arrive , i be impress by the price and continue quality of the publication . i will keep this subscription as long as i can afford too , and look forward to keep they for project my daughter may be assign in the future .
188	Magazine_Subscriptions	POS	5	guidepost be one of the best magazine around . the story be true and inspirational . they give you hope and make you feel good about life . i can never get enough of they . i recommend it for people all the world over .
925	Magazine_Subscriptions	POS	5	know what be present on we plant from geography to nature as it currently exist . when nature change , you 'll have a perspective on the devastation that be occur , from climate change to evolutionary new discovery .
319	Magazine_Subscriptions	POS	5	i can not remember a time that this magazine have not be in my life . my grandmother send a subscription to my dad every year ; and when i move away from home he send it to i . now that my parent have pass away i buy it for myself . grow up i probably compile at least a dozen school report from the many article i have read . when it come in the mail i stop everything and read it cover to cover . my only possible negative critique would be that the magazine have become more political over the year ; and i enjoy the true science of exploration and can get the politics elsewhere .
976	Magazine_Subscriptions	POS	5	disclaimer up front : i have have three novel serialize in analog -lrb- nebula winner the terminal experiment ; hugo and nebula nominee starplex ; and the just-completed hominid -rrb- . but i be also a long-time reader of the magazine -lrb- 28 year now -rrb- , and i love it . the fiction be real sf -- story in which the science be accurate and the speculation credible . but i also love the editorial by stanley schmidt ; the `` alternate view '' column by jeff kooistra and john cramer -lrb- some of the best science write available anywhere these day -rrb- , the spirited letters-to-the-editor section , and tom easton 's book review . this be the number-one bestselling science-fiction magazine in the world , and justly so .
559	Magazine_Subscriptions	POS	5	in the several year since my retirement , i have come to wait by my trusty old rust metal mailbox around the third or fourth of every month , wait for my monthly issue of two magazine , the atlantic monthly and harpers . each in iut own way be likely the best amalgam of intellectual article on a variety of subject one can find in contemporary america , and each feature a stable of highly regard writer and author . for good reason ; from subject as arcane as the suppose imminent fall of the soviet union base on demographic and economic analysis in the mid-1980 to the recent synopsis of former spy robert baer regard the evil of deal with the highly corrupted saudi regime , the magazine consistently offer a erudite , informative , and provocative look at aspect of contemporary reality one can not find elsewhere . needless to say , i really enjoy read harpers , especially under the guidance of editor lewis lapham , and its article often lead i on amazon search for tome by the talented author , which in the case of say author robert baer , or perpetually sagacious satirist p.j. o'rourke , or a whole raft of noteable other . all of they lead to some worthwhile reading experience indeed . it avoid the trendy , so we be spare the suffer through the latest and greatest mass experience in favor of intellectual road less travel , be grassy and rather wont of wear , make for better and more satisfying travel , whether trudge through the snow with my wintertime dunham tyroleans or pad down grassy field in my summertime birkenstock . just keep on trucking ! enjoy !
217	Magazine_Subscriptions	POS	5	this be one of the best retirement compilation i have come across . many good idea . just one , idea for part time work include email address for call center work . so many retirement magazine focus only on how to save for retirement , not on lifestyle base on the amount of money you really do have at t the end . highly recommend
241	Magazine_Subscriptions	POS	5	while read harper 's one get the feel that one be read something historic . the article feel timely but they do not try too hard to be `` hip '' or `` cool '' and they take they time to tell a story . each piece feel `` right '' whether or not one always agree with the view of the writer . exceptional writing and fun stalwart such as harper 's index and notes make this magazine incredibly readable and enjoyable .
464	Magazine_Subscriptions	POS	5	ng be appreciate by my wife . i like it , but she love it and rave about the great photography .
553	Magazine_Subscriptions	POS	5	this magazine have be a terrific little treasure for at least 25 year . i start read it when they print a piece on bert lance call `` the money vanish '' during the early carter year . that piece along with a larry kramer article during the early day of the hiv epidemic be the two most compelling piece of us journalism i have read in forty year . how any reviewer -lrb- below -rrb- can see harper 's as a `` leave oriented magazine '' be a bright mystery to i . any piece as scathing as `` the money vanish '' could not appear in a left-slanted magazine . the reader should be ready for a hard look at topic from another , challenge perspective . along with the economist and the atlantic , this be a magazine i would recommend as brain food for airplane trip and wait room etc. . bascially , harper 's be the other end of the comtinuum from most of the print medium in the us now .
869	Magazine_Subscriptions	POS	5	national geographic be simply a great magazine for people interested in the world . the world of people , the world of animal , the world of plant , the world of beautiful place , the world of ugly place . while the text can sound aloof at time , the photo be simply world-class . in fact , i read ng mainly for the photograph . as the chinese proverb go , `` a picture be worth a thousand word . '' ng hire some of the best portrait and nature photographer who trek thousand of mile each year to bring ng reader amazing and sometimes mesmerizing photo . this magazine truly open one 's eye and mind . my only minor complaint be the large number of ad in the magazine which sometimes look almost like part of a real story . btw , amazon be charge too much for this magazine . you can subscribe on ng 's website for almost half of what amazon charge .
191	Magazine_Subscriptions	POS	5	when i cancel everything else , this will be the bird magazine i keep . bird watchers digest be the publication to read if you want the low-down on you favorite bird . for example , i be partial to house wren , and what do i discover in the july\/august bwd , but that my little buddy may be wreck havoc on he much larger neighbor . well too bad , the wren eat he share of insect everyday , keep my organic garden relatively pest free , so i can not complain . the wren -lrb- troglodytes aedon -rrb- article be comprehensive , even show a range map with summer , winter and year round habitat . topic include `` what to look and listen for '' ; `` when and where to look '' ; `` feeding behavior '' ; `` courtship and nesting behavior '' a second article `` house wren : the dark side '' discuss the purported misbehavior of the wren . both article be fill with informative photo , include shot of the baby wren in they nest . i discover bwd through my old boss who be a `` bow and arrow '' hunter , who spend long hour sit in tree wait for deer . while he wait he observe the bird around he and he say bwd have help he to while away the hour , not only by teach he how to identify the bird but to understand they nature . -lrb- he once fall out of he tree and break he leg . he hobble around for a month after a month in traction . no , he be not read he magazine , he be try to get a better view of a bird !! -rrb- the july\/august issue include a `` identify yourself '' section cover `` shore birds '' just in time for we annual human pilgrimage to the sea .
186	Magazine_Subscriptions	POS	5	there be lot of good thing to say about harper 's , but maybe the most compelling be this : it be as much fun to read as the new yorker -lrb- the short piece in harper 's be fully equal to the cartoon in the new yorker -rrb- , but induce barely one-quarter the guilt . a monthly magazine just can not pile up by you bed as quickly as a weekly can . subscribe because it be smart , fun , low-guilt , and inexpensive . at -lrb- a small amount -rrb- for a year 's subscription , you really can not go wrong .
856	Magazine_Subscriptions	POS	5	at the young age of 23 i found 4 different business all 4 i have make a profit on , there be many reason for this and im sure you reading this review and be doubt it , i just do not have time and decide today i be go to leave a host of amazon review , with ; that say i have learn a great deal from inc that help i in all of my business venture i read it cover to cover and then again .
864	Magazine_Subscriptions	POS	4	i have consistently place my order for ng for over 2 year and i have not fail to resubscribe on expiration . the magazine be informative and well like . good value for money .
720	Magazine_Subscriptions	POS	5	i have buy the subscription of this magazine on and off throughout the year and always seem to come back to it . the photographer be some of the most amazing photo-journalist on the planet and go to a ton of really neat location . they will brave almost anything to get the photograph for we enjoyment . the article be well scop out for the reader and make you want to jump on the next jet to get there to see for yourself . you can not go wrong with this magazine , folk .
857	Magazine_Subscriptions	POS	5	the picture be amazing in national geographic . i get to go visit place this way that i will never make it to in person . the story be a great insight into life in other part of this big world , both human and animal . i have be a fan of this magazine for many year .
335	Magazine_Subscriptions	POS	4	i enjoy the vibe of this magazine . the q&a; 's be truly interesting to i to say the least overall . very entertaining & un-cut . it have a up-front vibe & take on thing . not like other magazine that be for sure .
378	Magazine_Subscriptions	POS	4	i place the order since amazon have such a great promotional cost . however ... i order on 03\/27\/2011 , get charge by amazon on 03\/28\/2011 , but yet have not receive any magazine as of 04\/28\/2011 . a lot of people complaint go through amazon take 2 month to process . other complaint the they receive a few back order all at once . i have not receive my order yet , but i be expect the worst at this time . i will update this e-mail should my order finally get process . 05\/07\/2011 update i have to take my word back . so far , i have receive my 1st magazine around 05\/02\/2011 and it be the may issue . i have not receive any older issue . also , @schmidt , i be aware of the 6-10 week wait when i place the order . i just do not see the reason why it take that long . anyhow , everything be so far so good .
656	Magazine_Subscriptions	POS	5	this be a magizine which i look forward to read each month . this be also the only magizine which i keep subscription to over year . usually , i simply get one year worth of any magizine since article tend to repeat themselves . not so with national geographic . i enjoy this magizine so much that i even get the slipcover national geographic sell to keep the magizine and map organize and neat on my shelf -lrb- i also reccomend get the slipcover for anyone who want to keep you collection organise -rrb-  as a child , i would read my parent extensive collection of national geographic magizine month after month , and read back issue for the wonderful picture , map , and article about different culture . many a school report be base on inspiration from this magizine .  i find the article on science , anthropology , archeology , nature , current cultural event , and the many map -lrb- about five a year -rrb- to be great reason to keep my subscription up year after year . my three year old enjoy the varied picture throughout the magizine , and as he get older he will be introduce to the great article and he will have a better start on geography because of the many map from national geographic which decorate the wall in we home .  i always find something new to learn from national geographic . this be also a current heirloom of sort ... i hope to pass on the same love of learningto my child that i learn as a child , in part due this excellent magizine .
564	Magazine_Subscriptions	POS	5	i have be subscribe to ` asimov 's ' for a few year now , and have rarely be dissapoint . i only have a few complaint , all of which i will list here . first of all , i be a international subscriber , and although my issue always eventually arrive , sometimes they be month late . second of all , the magazine often contain story which i would catagorize as be ` fantasy ' , and not ` science fiction ' . do not get i wrong , the story be usually of high quality , but when i first subscribe , i expect serious sf only . other than those two complaint , i enjoy this magazine thouroughly and look forward to it be arrival always .
383	Magazine_Subscriptions	POS	5	the guidepost magazine help keep my faith go . i love these magazine because they be not focus on specific religion -lrb- catholic , baptist , jewish , etc. -rrb- and article be write by reader with they everyday life . if i start to have doubt , read the magazine usually help erase doubt . if i start to feel low\/no spirit , the magazine usually really uplift my spirit . i have be a subscriber for about 20 year .
921	Magazine_Subscriptions	POS	5	chloe be far from geeky , she be hollywood 's best keep secret . the sexy sultry 27 year old woman have make straight woman all over america turn they head in amazement , well at least , for i . she be the only actress in the business who do not feel the need to show off she perfectly shaped butt ... and for that i look up to she . i would love to see this hip indie actress hit the mainstream ; she need to teach hollywood a thing or two on how to be real and not so superficial . she attitude will light up the screen and i can not wait to see it . kudos to chloe !
325	Magazine_Subscriptions	POS	5	i order vogue on amazon and in less than a month i start receive the fashion-ey goodness , include a 800 page issue-thing that could seriously do some damage to one 's head if hit with it . excellent mag for those who love fashion and amazon get it here on the fly . bravo .
367	Magazine_Subscriptions	POS	5	woodworkers journal have attract some of my favorite woodworking expert from the other magazine . michael dresdner , ellis wallentine , shondor nagaslaski be all great tool and woodworking expert and give i the information that i need to advance my skill and keep work in the shop interesting . i can hardly wait for the next issue to arrive . it will have shop tip , jig , finish tip and project . no other magazine have this well rounded approach to woodworking .
653	Magazine_Subscriptions	POS	5	my husband and i have get so disgusted with time magazine and newsweek that we be delighted to have a magazine like the weekly standard available . usnew and world report at least attempt to be more objective but now it be publish in print form only once a month . for we money , the weekly standard , with its incisive article , stand head and shoulder above all the rest of they . kudos to the staff . we 'll not renew any other news magazine subscription .
778	Magazine_Subscriptions	POS	5	this be a great magazine , which can be enjoy by the entire family . amazon make subscribe or renew very easy !
